DEPT,AT10,AT90,GR,HCAL,NPHI,NPOR,RHOZ,DTCO,DTSM,DTST,PR
9838,1143.569,182.938,23.688,8.885,0.012,0.034,2.893,49.326,92.894,254.977,0.304
9838.5,1516.265,171.88,23.698,8.896,0.007,0.022,2.855,49.619,93.735,255.078,0.305
9839,1526.928,291.222,18.763,8.874,0.002,0.005,2.877,49.695,94.184,255.044,0.307
9839.5,1671.198,571.669,13.499,8.907,-0.001,-0.007,2.907,49.768,94.515,255.106,0.308
9840,1950,842.107,12.71,8.907,-0.002,-0.005,2.935,49.919,94.792,255.127,0.308
9840.5,1471.496,470.645,12.946,8.896,0.001,-0.003,2.935,49.956,94.962,255.078,0.309
9841,941.969,380.473,15.972,8.892,0.005,0.002,2.922,50.108,95.021,255.151,0.307
9841.5,653.601,220.537,18.605,8.892,0.009,0.012,2.896,50.147,95.316,255.115,0.309
9842,416.412,124.925,25.015,8.9,0.01,0.015,2.876,50.291,95.551,255.113,0.308
9842.5,291.648,102.963,25.015,8.892,0.006,0.025,2.882,50.296,95.636,255.176,0.309
9843,594.818,138.575,22.251,8.9,0.001,0.01,2.91,50.235,95.798,255.147,0.31
9843.5,759.187,340.064,15.4,8.896,-0.003,-0.01,2.928,50.248,95.889,255.088,0.311
9844,1429.2,561.614,13.955,8.896,-0.004,-0.013,2.93,50.238,96.139,255.121,0.312
9844.5,1903.39,1103.486,11.98,8.896,-0.003,-0.005,2.915,50.238,96.41,255.141,0.314
9845,1806.864,1068.409,11.849,8.885,-0.003,-0.008,2.909,50.304,96.519,255.236,0.314
9845.5,1950,1216.167,11.286,8.907,-0.004,-0.012,2.925,50.287,96.684,255.163,0.315
9846,1950,1493.266,12.734,8.907,-0.004,-0.014,2.957,50.303,95.811,255.194,0.31
9846.5,1950,1519.887,13.526,8.896,-0.004,-0.013,2.977,50.241,96.483,255.165,0.314
9847,1950,1579.163,13.034,8.9,-0.003,-0.003,2.974,50.124,96.502,255.12,0.315
9847.5,1950,1364.764,13.165,8.9,-0.001,-0.011,2.945,50.114,96.48,255.087,0.315
9848,1950,1042.035,12.902,8.9,0,-0.004,2.936,50.137,96.359,255.102,0.314
9848.5,1950,847.934,15.534,8.907,0,0,2.932,50.089,95.974,255.14,0.313
9849,1950,746.03,17.114,8.919,0.001,-0.002,2.934,49.851,96.002,255.155,0.315
9849.5,1950,522.775,18.431,8.907,0,0,2.938,49.879,95.899,255.056,0.315
9850,1950,290.694,18.299,8.919,0,0,2.94,49.907,95.165,255.051,0.31
9850.5,1950,237.206,18.826,8.919,0,-0.006,2.953,49.868,95.081,255.066,0.31
9851,1950,440.875,18.036,8.907,-0.001,0.001,2.96,49.826,94.862,255.05,0.31
9851.5,1950,881.086,15.78,8.919,-0.002,-0.003,2.962,49.669,94.652,255.011,0.31
9852,1950,1683.563,14.861,8.907,-0.001,-0.012,2.956,49.627,94.359,255.026,0.309
9852.5,1950,1192.301,14.464,8.896,0.002,-0.002,2.951,49.507,94.042,254.951,0.308
9853,1950,1100.701,15.14,8.907,0.002,0.006,2.938,49.483,93.452,254.947,0.305
9853.5,1950,1076.012,13.163,8.907,0.001,0.004,2.929,49.557,94.041,255.002,0.308
9854,1950,809.565,13.824,8.907,0,-0.007,2.924,49.573,93.898,254.991,0.307
9854.5,1428.337,496.498,13.692,8.907,0.004,-0.005,2.927,49.558,94.072,254.998,0.308
9855,673.475,224.667,17.641,8.907,0.014,0.004,2.927,49.572,93.669,255.05,0.305
9855.5,447.757,114.895,21.328,8.907,0.033,0.03,2.882,49.536,93.842,255.059,0.307
9856,263.65,84.043,27.785,8.896,0.045,0.07,2.835,49.673,94.308,255.147,0.308
9856.5,327.247,87.276,28.505,8.9,0.029,0.066,2.802,49.919,94.388,255.1,0.306
9857,522.392,133.06,24.685,8.919,0.009,0.024,2.837,49.877,94.585,255.152,0.307
9857.5,717.967,250.691,16.649,8.919,-0.002,-0.004,2.888,49.986,94.655,255.155,0.307
9858,1169.854,558.323,12.772,8.907,-0.005,-0.018,2.945,50.031,95.161,255.192,0.309
9858.5,1950,1414.312,11.322,8.907,-0.006,-0.015,2.965,50.052,94.967,255.174,0.308
9859,1950,1941.469,12.605,8.896,-0.005,-0.01,2.975,49.976,94.934,255.081,0.308
9859.5,1950,1896.168,12.602,8.896,-0.005,-0.012,2.976,49.859,95.147,255.059,0.311
9860,1950,1343.74,11.783,8.919,-0.004,-0.013,2.969,49.738,95.179,255.07,0.312
9860.5,1950,798.94,12.211,8.915,-0.002,-0.014,2.961,49.544,94.561,255.127,0.311
9861,1950,461.172,14.135,8.907,0.001,-0.009,2.946,49.359,93.404,254.994,0.306
9861.5,1950,313.14,17.192,8.93,0.008,0.004,2.94,49.046,93.819,254.972,0.312
9862,1950,250.603,20.746,8.896,0.013,0.015,2.938,48.793,93.581,254.902,0.313
9862.5,1950,227.918,23.961,8.896,0.014,0.027,2.905,48.661,93.462,254.799,0.314
9863,1950,244.595,25.804,8.907,0.007,0.027,2.881,48.689,93.136,254.831,0.312
9863.5,1950,352.222,23.698,8.896,0,0.007,2.876,48.858,93.097,254.776,0.31
9864,1950,569.93,18.035,8.919,-0.005,-0.013,2.918,48.682,93.303,254.772,0.313
9864.5,1950,1005.698,13.954,8.919,-0.006,-0.012,2.949,48.915,93.396,254.646,0.311
9865,1950,1400.232,12.243,8.885,-0.005,-0.014,2.95,48.844,93.489,254.775,0.312
9865.5,1950,1681.617,12.77,8.907,-0.003,-0.009,2.936,49.055,93.635,254.787,0.311
9866,1950,1845.514,13.033,8.892,-0.002,-0.007,2.929,49.177,94.096,254.756,0.312
9866.5,1950,1908.572,14.097,8.907,-0.002,-0.004,2.929,49.326,94.542,254.858,0.313
9867,1950,1912.199,14.226,8.915,-0.002,-0.012,2.922,49.317,94.624,254.861,0.314
9867.5,1950,1898.026,13.305,8.907,-0.003,-0.011,2.906,49.027,94.456,254.801,0.316
9868,1950,1889.717,12.507,8.9,-0.003,-0.003,2.91,48.842,94.311,254.769,0.317
9868.5,1950,1899.992,11.454,8.907,-0.003,-0.005,2.92,48.837,94.273,254.675,0.317
9869,1950,1923.645,11.454,8.907,-0.003,-0.014,2.928,48.826,93.993,254.68,0.315
9869.5,1950,1950,11.454,8.907,-0.003,-0.009,2.915,48.791,94.008,254.758,0.316
9870,1950,1950,12.244,8.907,-0.003,-0.004,2.902,48.925,93.745,254.703,0.313
9870.5,1950,1950,12.902,8.907,-0.004,-0.011,2.906,49.108,93.844,254.657,0.311
9871,1950,1950,11.488,8.93,-0.005,-0.014,2.911,48.809,94.063,254.681,0.316
9871.5,1950,1950,10.536,8.922,-0.004,-0.013,2.917,48.781,94.239,254.716,0.317
9872,1950,1950,10.141,8.919,-0.004,-0.009,2.921,49.152,94.16,254.723,0.313
9872.5,1950,1885.813,9.711,8.907,-0.004,-0.011,2.919,49.141,94.105,254.819,0.313
9873,1570.516,1585.696,9.478,8.919,-0.004,-0.015,2.913,49.233,94.28,254.877,0.313
9873.5,610.453,1647.029,8.952,8.907,-0.003,-0.004,2.901,49.36,94.914,254.94,0.315
9874,303.567,612.615,9.742,8.907,0,-0.004,2.877,49.523,95.03,255.065,0.314
9874.5,170.343,108.28,12.506,8.896,0.003,-0.006,2.828,49.493,95.76,255.571,0.318
9875,102.529,59.812,13.164,8.84,0.005,0.002,2.767,49.92,95.915,255.721,0.314
9875.5,67.242,36.078,15.272,8.874,0.009,0.006,2.728,49.99,96.178,255.783,0.315
9876,36.285,21.493,14.482,8.87,0.012,0.014,2.7,50.082,96.458,255.871,0.315
9876.5,26.924,15.587,15.535,8.874,0.014,0.025,2.674,50.21,96.532,256.148,0.315
9877,26.065,14.268,15.271,8.862,0.012,0.028,2.654,50.546,96.808,256.216,0.313
9877.5,31.738,15.528,15.403,8.874,0.008,0.02,2.654,50.514,96.592,256.211,0.312
9878,43.973,17.32,16.193,8.885,0.005,0.008,2.679,50.644,96.76,256.258,0.311
9878.5,49.913,18.15,15.927,8.874,0.009,-0.001,2.699,50.904,96.707,256.39,0.308
9879,37.561,13.732,18.904,8.862,0.022,0.005,2.717,51.339,96.475,256.317,0.302
9879.5,27.142,11.398,20.352,8.862,0.047,0.059,2.718,51.574,96.503,256.357,0.3
9880,23.887,10.919,22.067,8.874,0.064,0.089,2.709,51.692,96.153,256.44,0.297
9880.5,24.336,10.915,19.616,8.874,0.061,0.069,2.697,51.736,95.763,256.358,0.294
9881,23.172,10.633,17.773,8.87,0.064,0.071,2.68,51.852,95.704,256.364,0.292
9881.5,22.008,10.479,17.246,8.87,0.06,0.08,2.693,51.857,95.949,256.189,0.294
9882,25.644,12.162,16.72,8.907,0.04,0.083,2.734,51.691,95.693,255.929,0.294
9882.5,40.149,16.494,16.062,8.907,0.014,0.033,2.792,51.296,95.437,255.751,0.297
9883,69.662,24.534,12.374,8.892,0.002,-0.002,2.861,50.765,94.782,255.584,0.299
9883.5,97.335,34.864,10.189,8.896,-0.002,-0.005,2.901,50.27,94.499,255.369,0.303
9884,163.03,53.582,9.533,8.896,-0.002,-0.009,2.929,49.741,94.502,255.32,0.308
9884.5,318.25,91.593,10.321,8.896,0,-0.01,2.933,49.397,94.01,255.108,0.309
9885,661.87,167.004,11.19,8.907,0.003,-0.002,2.898,48.813,93.963,255.14,0.315
9885.5,1416.439,302.931,10.927,8.919,0.005,0.015,2.842,48.238,94.729,255.177,0.325
9886,1950,1712.579,11.848,8.937,0.003,0.009,2.767,48.238,93.783,255.256,0.32
9886.5,1950,1950,10.795,8.945,0,-0.006,2.727,48.293,93.482,255.271,0.318
9887,1950,1331.778,11.454,8.937,-0.001,-0.008,2.701,48.338,93.665,255.428,0.318
9887.5,1950,792.703,11.041,8.952,-0.001,-0.002,2.697,48.4,94.639,255.459,0.323
9888,1689.479,506.036,11.569,8.952,0,-0.003,2.694,48.578,94.284,255.48,0.319
9888.5,1303.24,419.322,12.883,8.952,0.001,-0.001,2.7,48.651,94.482,255.459,0.32
9889,852.489,693.374,12.506,8.941,0.001,0.003,2.704,48.687,94.455,255.891,0.319
9889.5,543.444,568.641,13.163,8.941,0.002,0,2.711,48.681,94.605,255.388,0.32
9890,379.038,576.482,11.058,8.975,0.001,-0.004,2.721,48.747,94.662,255.39,0.32
9890.5,421.744,279.743,12.375,8.964,0.004,0.003,2.723,48.791,94.2,255.29,0.317
9891,163.84,156.282,14.217,8.964,0.006,0.008,2.718,48.764,94.345,255.22,0.318
9891.5,102.728,92.655,20.275,8.952,0.01,0.024,2.71,48.643,94.153,255.173,0.318
9892,75.705,58.599,24.487,8.952,0.012,0.017,2.712,48.836,94.422,255.31,0.317
9892.5,63.255,38.032,27.913,8.922,0.015,0.026,2.716,49.161,95.269,255.295,0.319
9893,56.93,34.153,26.854,8.915,0.014,0.022,2.718,49.238,94.534,255.397,0.314
9893.5,49.788,26.039,26.065,8.915,0.016,0.022,2.7,49.705,95.082,255.874,0.312
9894,43.738,24.106,22.906,8.907,0.021,0.028,2.671,50.728,95.489,256.133,0.303
9894.5,38.739,17.044,22.511,8.885,0.038,0.044,2.645,51.286,95.674,256.441,0.298
9895,35.74,11.578,24.485,8.874,0.051,0.055,2.639,51.867,96.727,256.761,0.298
9895.5,30.06,8.364,26.856,8.87,0.07,0.067,2.642,52.352,97.063,257.034,0.295
9896,24.648,6.287,25.145,8.862,0.103,0.089,2.62,52.985,97.349,257.222,0.29
9896.5,22.514,5.689,20.933,8.862,0.137,0.144,2.593,53.243,97.713,257.236,0.289
9897,22.919,4.844,18.822,8.862,0.142,0.153,2.579,53.573,98.963,257.38,0.293
9897.5,21.193,4.501,17.246,8.862,0.114,0.131,2.59,53.865,99.721,257.51,0.294
9898,22.994,3.737,21.14,8.84,0.08,0.087,2.603,54.166,100.32,257.612,0.294
9898.5,25.387,3.081,23.187,8.855,0.06,0.051,2.625,54.896,100.889,257.677,0.29
9899,16.524,2.544,25.442,8.874,0.063,0.053,2.634,55.598,102.122,257.973,0.289
9899.5,12.462,2.171,21.547,8.877,0.097,0.072,2.617,55.847,103.221,258.025,0.293
9900,10.128,1.929,19.767,8.847,0.149,0.13,2.563,56.273,104.105,258.345,0.294
9900.5,8.963,1.737,18.563,8.847,0.183,0.2,2.518,57.558,105.008,259.204,0.285
9901,7.918,1.557,19.484,8.847,0.199,0.212,2.49,58.222,105.712,259.498,0.282
9901.5,6.21,1.418,18.299,8.862,0.2,0.201,2.481,58.78,107.309,259.111,0.286
9902,5.048,1.315,18.562,8.862,0.208,0.188,2.481,59.151,107.762,259.266,0.284
9902.5,4.2,1.246,18.43,8.851,0.209,0.202,2.478,58.345,107.591,259.091,0.292
9903,3.455,1.216,19.484,8.862,0.205,0.192,2.477,57.637,107.027,258.863,0.296
9903.5,3.034,1.221,17.773,8.862,0.179,0.195,2.496,56.95,105.221,258.58,0.293
9904,3.163,1.296,16.213,8.885,0.132,0.178,2.536,56.212,104.035,258.284,0.294
9904.5,4.158,1.513,14.63,8.874,0.07,0.083,2.604,55.328,102.933,257.725,0.297
9905,6.513,2.006,18.052,8.87,0.03,0.029,2.648,53.597,101.458,257.375,0.306
9905.5,14.124,2.666,20.669,8.885,0.02,0.016,2.673,52.705,98.289,257.005,0.298
9906,23.781,3.947,20.669,8.885,0.029,0.031,2.661,52.036,97.285,256.7,0.3
9906.5,35.745,6.21,20.011,8.874,0.041,0.061,2.645,51.302,96.467,255.787,0.303
9907,59.983,10.297,18.954,8.862,0.046,0.067,2.636,50.469,96.229,256.293,0.31
9907.5,86.478,14.836,20.8,8.851,0.032,0.056,2.633,50.384,95.929,256.207,0.31
9908,167.208,15.437,22.906,8.885,0.021,0.028,2.646,50.563,95.89,256.359,0.307
9908.5,319.349,11.141,25.67,8.877,0.02,0.019,2.658,50.662,96.111,256.059,0.308
9909,255.08,6.885,27.433,8.885,0.029,0.032,2.658,50.823,96.439,256.562,0.308
9909.5,99.771,4.521,24.752,8.87,0.055,0.054,2.642,51.207,97.056,256.686,0.307
9910,64.805,2.926,22.514,8.847,0.081,0.082,2.619,51.442,98.308,256.441,0.311
9910.5,56,1.923,20.794,8.855,0.096,0.096,2.61,52.31,99.153,257.049,0.307
9911,31.932,1.346,22.291,8.862,0.101,0.099,2.616,54.304,100.603,257.428,0.294
9911.5,8.852,0.993,24.797,8.84,0.102,0.09,2.604,55.236,101.884,258.203,0.292
9912,4.001,0.753,29.621,8.855,0.122,0.119,2.568,56.72,105.19,258.721,0.295
9912.5,2.122,0.607,29.621,8.862,0.148,0.164,2.519,58.374,106.86,259.651,0.287
9913,1.421,0.518,28.304,8.851,0.169,0.18,2.497,59.676,108.103,259.718,0.281
9913.5,1.15,0.478,27.251,8.84,0.182,0.168,2.499,60.582,108.957,259.887,0.276
9914,1.123,0.489,27.909,8.847,0.182,0.175,2.501,60.584,109.567,259.777,0.28
9914.5,1.441,0.534,27.214,8.855,0.172,0.178,2.504,60.263,108.983,259.65,0.28
9915,1.843,0.625,23.631,8.862,0.137,0.144,2.532,59.709,108.28,259.964,0.282
9915.5,2.741,0.762,18.366,8.851,0.092,0.095,2.582,58.973,107.159,259.059,0.283
9916,3.589,0.902,16.523,8.851,0.057,0.062,2.62,56.387,105.696,258.456,0.301
9916.5,5.777,1.228,14.051,8.84,0.042,0.051,2.628,55.218,104.171,258.335,0.305
9917,11.548,1.997,14.972,8.862,0.032,0.056,2.622,53.817,101.081,257.955,0.302
9917.5,18.208,3.707,13.823,8.851,0.019,0.042,2.628,52.706,99.677,257.425,0.306
9918,30.94,7.124,14.876,8.874,0.011,0.015,2.647,51.771,98.813,256.653,0.311
9918.5,48.624,13.807,14.481,8.877,0.008,0.009,2.653,50.617,98.374,256.47,0.32
9919,56.732,18.577,12.901,8.874,0.01,0.011,2.649,50.436,98.063,256.319,0.32
9919.5,56.538,17.702,11.058,8.885,0.01,0.025,2.638,50.293,97.72,256.265,0.32
9920,64.588,20.749,10.927,8.87,0.009,0.02,2.654,50.068,97.608,256.179,0.321
9920.5,81.696,23.998,10.137,8.862,0.004,0.011,2.678,49.954,97.899,256.152,0.324
9921,88.001,20.047,9.276,8.874,0.001,-0.001,2.702,50.145,97.993,256.236,0.323
9921.5,77.16,16.882,9.278,8.877,0,-0.01,2.705,50.505,98.358,256.332,0.321
9922,59.393,13.583,9.277,8.862,0.004,0.001,2.692,50.925,98.666,256.575,0.318
9922.5,36.146,10.139,10.006,8.874,0.012,0.011,2.663,51.239,98.81,256.715,0.316
9923,23.67,8.46,8.557,8.862,0.022,0.031,2.634,51.612,99.104,256.858,0.314
9923.5,18.793,8.048,9.61,8.862,0.028,0.049,2.614,51.688,99.247,256.916,0.314
9924,21.35,8.49,10.005,8.87,0.024,0.042,2.618,51.863,99.265,256.914,0.312
9924.5,24.292,9.042,11.189,8.874,0.015,0.033,2.633,51.826,98.896,256.921,0.311
9925,26.711,9.698,11.889,8.87,0.009,0.014,2.655,51.761,98.513,256.763,0.309
9925.5,29.162,9.753,13.716,8.896,0.009,0.002,2.674,51.252,97.824,256.601,0.311
9926,33.296,11.983,14.504,8.896,0.015,0.017,2.68,50.831,97.544,256.375,0.314
9926.5,38.094,15.914,15.911,8.9,0.02,0.035,2.683,50.427,96.38,256.189,0.312
9927,43.433,20.52,18.559,8.885,0.022,0.043,2.692,50.183,95.655,255.984,0.31
9927.5,56.957,28.327,24.883,8.896,0.015,0.036,2.705,49.853,95.245,255.702,0.311
9928,70.723,42.934,26.989,8.896,0.007,0.02,2.698,49.281,94.895,255.547,0.315
9928.5,110.307,66.368,25.936,8.896,0.002,-0.001,2.685,49.19,94.412,255.409,0.314
9929,168.587,99.763,20.273,8.896,-0.001,-0.007,2.668,49.173,94.925,255.508,0.317
9929.5,339.369,192.345,17.641,8.862,-0.001,-0.004,2.676,48.595,94.505,255.488,0.32
9930,1690.921,196.025,17.274,8.896,-0.002,-0.004,2.672,48.529,94.654,255.532,0.322
9930.5,537.108,194.316,17.951,8.885,-0.002,-0.005,2.676,48.625,94.733,255.599,0.321
9931,290.501,188.321,19.942,8.896,-0.001,-0.009,2.675,49.099,94.98,255.571,0.318
9931.5,162.199,139.594,17.616,8.885,0,0.001,2.688,49.143,95.456,255.616,0.32
9932,124.311,132.128,18.685,8.892,0.001,0.003,2.701,49.258,95.616,255.526,0.319
9932.5,118.54,124.117,16.299,8.919,0.002,-0.001,2.701,49.387,95.585,255.629,0.318
9933,102.816,128.159,16.888,8.907,0.002,0.002,2.703,49.392,95.681,255.663,0.318
9933.5,99.074,196.808,15.14,8.93,0.002,0.001,2.702,49.424,95.767,255.614,0.318
9934,121.177,275.183,14.35,8.919,0.002,0.007,2.717,49.336,95.637,255.658,0.319
9934.5,173.266,429.457,14.084,8.907,0.001,0.001,2.721,48.889,95.392,255.613,0.322
9935,302.127,1214.03,14.482,8.93,-0.001,-0.008,2.712,48.651,94.954,255.607,0.322
9935.5,982.216,1950,14.745,8.919,-0.002,-0.007,2.713,48.627,94.882,255.61,0.322
9936,1950,1950,14.219,8.922,-0.003,-0.005,2.713,48.581,94.972,255.591,0.323
9936.5,1950,1950,13.726,8.915,-0.003,-0.012,2.715,48.655,94.851,255.635,0.321
9937,1950,1316.892,15.832,8.915,-0.002,-0.006,2.7,48.771,95.16,256.041,0.322
9937.5,1780.711,512.882,15.834,8.93,-0.001,-0.005,2.69,49.318,95.852,255.818,0.32
9938,1794.235,204.275,16.192,8.919,0,-0.006,2.689,49.626,96.442,255.987,0.32
9938.5,1210.287,83.023,14.218,8.941,0.003,0.001,2.683,50.077,97.507,256.145,0.321
9939,550.282,34.226,15.535,8.941,0.006,0.007,2.672,50.6,98.417,256.201,0.32
9939.5,222.791,17.097,14.745,8.93,0.013,0.017,2.664,51.424,98.922,256.729,0.315
9940,97.085,8.492,14.35,8.919,0.019,0.023,2.65,53.01,99.567,256.827,0.302
9940.5,64.611,5.138,14.745,8.915,0.027,0.039,2.633,54.023,100.615,257.201,0.297
9941,29.613,3.518,16.72,8.9,0.036,0.049,2.604,55.118,102.469,257.393,0.296
9941.5,15.613,2.587,17.509,8.892,0.05,0.049,2.575,56.103,103.21,258.032,0.29
9942,9.656,2.03,18.3,8.892,0.067,0.067,2.562,57.381,103.658,258.164,0.279
9942.5,6.967,1.684,20.142,8.874,0.084,0.088,2.553,57.883,103.995,258.281,0.276
9943,5.197,1.463,24.621,8.896,0.097,0.099,2.555,58.27,104.498,258.475,0.274
9943.5,4.44,1.334,23.695,8.885,0.119,0.11,2.546,58.589,104.87,258.499,0.273
9944,4.395,1.284,22.399,8.896,0.13,0.134,2.536,58.742,104.819,258.704,0.271
9944.5,4.768,1.302,22.528,8.874,0.131,0.131,2.536,58.072,104.403,258.539,0.276
9945,5.935,1.38,23.186,8.877,0.12,0.114,2.554,57.121,103.576,258.226,0.281
9945.5,8.076,1.508,25.14,8.87,0.106,0.127,2.575,56.318,101.862,258.036,0.28
9946,12.333,1.673,25.145,8.847,0.089,0.106,2.603,55.689,101.127,257.717,0.282
9946.5,22.708,1.885,28.173,8.855,0.064,0.07,2.64,54.853,100.401,257.406,0.287
9947,42.426,2.075,28.831,8.862,0.047,0.045,2.673,54.345,99.95,257.36,0.29
9947.5,49.844,2.21,32.255,8.896,0.052,0.041,2.696,54.169,99.407,257.282,0.289
9948,36.861,2.146,31.334,8.885,0.09,0.077,2.678,53.992,98.64,257.242,0.286
9948.5,18.336,1.964,30.939,8.874,0.13,0.132,2.642,53.948,98.282,257.321,0.284
9949,9.295,1.771,28.61,8.851,0.165,0.166,2.594,54.233,98.273,257.346,0.281
9949.5,6.483,1.625,28.478,8.862,0.174,0.166,2.567,54.188,98.665,257.408,0.284
9950,5.353,1.528,27.298,8.84,0.185,0.164,2.56,54.211,99.031,257.458,0.286
9950.5,5.374,1.481,25.145,8.862,0.182,0.183,2.566,54.295,99.427,256.913,0.288
9951,6.833,1.485,23.828,8.862,0.168,0.173,2.588,54.503,99.714,257.513,0.287
9951.5,9.316,1.551,22.38,8.855,0.133,0.146,2.625,54.878,99.927,256.99,0.284
9952,16.781,1.655,23.17,8.877,0.103,0.098,2.659,55.289,99.98,257.444,0.28
9952.5,18.975,1.711,33.305,8.907,0.096,0.081,2.68,55.413,100.767,257.441,0.283
9953,10.386,1.665,52.005,8.907,0.125,0.11,2.673,55.664,100.951,256.84,0.282
9953.5,5.868,1.54,65.168,8.907,0.162,0.17,2.645,55.986,101.148,257.718,0.279
9954,4.045,1.452,61.794,8.9,0.191,0.19,2.607,56.701,101.094,257.798,0.271
9954.5,3.064,1.334,47.565,8.862,0.206,0.207,2.581,56.964,101.466,257.898,0.27
9955,2.662,1.246,35.455,8.885,0.203,0.189,2.582,57.027,101.609,257.967,0.27
9955.5,2.807,1.284,30.147,8.885,0.202,0.174,2.59,56.929,101.383,258.036,0.27
9956,3.418,1.455,29.357,8.885,0.182,0.17,2.601,56.541,101.724,257.965,0.276
9956.5,5.343,1.76,29.79,8.862,0.166,0.17,2.604,55.91,101.11,257.858,0.28
9957,9.747,2.066,33.208,8.885,0.149,0.134,2.617,55.004,99.236,257.587,0.278
9957.5,21.842,2.319,32.813,8.862,0.14,0.126,2.628,54.313,98.181,257.133,0.28
9958,22.77,2.539,32.38,8.862,0.143,0.129,2.637,53.732,97.451,256.661,0.282
9958.5,31.053,3.011,27.645,8.855,0.14,0.139,2.635,52.733,96.746,256.898,0.289
9959,34.703,3.554,26.329,8.877,0.135,0.146,2.643,52.441,96.599,256.727,0.291
9959.5,34.713,3.878,24.486,8.896,0.111,0.116,2.66,52.327,96.069,256.626,0.289
9960,26.031,3.888,27.179,8.907,0.092,0.091,2.683,52.43,96.023,256.831,0.288
9960.5,17.929,3.604,25.995,8.93,0.097,0.084,2.682,52.807,96.101,256.873,0.284
9961,10.953,3.191,29.423,8.919,0.123,0.116,2.661,52.987,96.272,256.852,0.283
9961.5,7.702,2.916,28.832,8.919,0.16,0.155,2.622,53.016,96.418,256.869,0.283
9962,6.051,2.783,34.492,8.907,0.177,0.182,2.599,53.031,96.424,256.841,0.283
9962.5,5.729,2.804,34.755,8.922,0.17,0.175,2.595,52.743,96.489,256.647,0.287
9963,6.619,3.05,33.571,8.907,0.137,0.14,2.626,52.6,96.12,256.47,0.286
9963.5,10.087,3.786,29.227,8.93,0.097,0.113,2.665,52.316,95.317,256.494,0.284
9964,18.737,4.722,27.383,8.922,0.075,0.073,2.707,52.044,95.132,256.248,0.286
9964.5,30.185,6.178,27.515,8.907,0.071,0.06,2.734,51.81,94.902,255.994,0.288
9965,38.376,8.144,26.989,8.93,0.079,0.083,2.738,51.332,94.749,255.897,0.292
9965.5,38.494,10.373,24.091,8.896,0.089,0.083,2.728,50.906,94.588,255.718,0.296
9966,33.645,11.325,25.408,8.919,0.087,0.1,2.709,50.726,95.238,255.642,0.302
9966.5,25.59,10.388,28.435,8.986,0.083,0.095,2.706,50.819,94.411,255.7,0.296
9967,19.155,8.817,33.828,8.952,0.079,0.078,2.701,51.867,94.689,255.846,0.286
9967.5,15.165,7.3,37.842,8.964,0.083,0.094,2.693,52.162,95.395,255.903,0.287
9968,10.129,5.942,44.818,8.967,0.098,0.1,2.685,52.271,95.499,255.94,0.286
9968.5,7.082,4.889,46.01,8.941,0.125,0.106,2.677,52.39,95.497,255.998,0.285
9969,6.057,4.691,47.919,8.975,0.151,0.14,2.673,52.408,95.494,256.215,0.284
9969.5,7.852,5.362,39.232,8.986,0.145,0.152,2.677,52.234,95.403,256.001,0.286
9970,12.462,6.531,37.388,8.945,0.123,0.123,2.686,51.882,94.508,255.97,0.284
9970.5,20.119,7.488,29.622,9.144,0.095,0.1,2.691,51.543,94.17,255.853,0.286
9971,23.052,8.666,29.599,8.964,0.085,0.088,2.678,51.592,93.731,255.553,0.283
9971.5,28.397,10.798,26.039,8.964,0.077,0.085,2.677,51.279,93.177,255.529,0.283
9972,34.091,14.634,28.643,8.964,0.063,0.074,2.682,51.021,92.888,255.382,0.284
9972.5,42.938,21.851,27.783,8.964,0.056,0.063,2.68,50.789,92.607,255.361,0.285
9973,56.393,35.23,27.783,8.964,0.043,0.059,2.671,50.641,92.565,255.214,0.286
9973.5,73.477,54.358,25.968,8.907,0.034,0.052,2.666,50.339,92.041,255.12,0.287
9974,117.254,72.501,25.935,8.93,0.022,0.034,2.682,50.003,92.539,254.746,0.294
9974.5,144.287,88.274,26.725,8.907,0.018,0.027,2.717,49.859,91.418,254.962,0.288
9975,113.545,81.581,26.33,8.93,0.017,0.019,2.746,49.781,92.082,254.922,0.294
9975.5,82.412,57.433,28.173,8.941,0.021,0.022,2.772,49.957,91.351,254.939,0.287
9976,54.491,38.533,25.409,8.93,0.043,0.038,2.771,49.89,92.46,254.95,0.295
9976.5,36.267,28.168,27.922,8.945,0.069,0.068,2.753,49.899,92.23,255.113,0.293
9977,26.096,21.576,29.496,8.945,0.097,0.104,2.725,50.331,92.797,255.202,0.292
9977.5,20.349,14.384,37.657,8.941,0.107,0.116,2.698,50.895,93.2,255.483,0.288
9978,15.841,10.886,40.146,8.952,0.111,0.119,2.68,51.34,93.538,255.55,0.284
9978.5,16.812,9.212,40.547,8.945,0.113,0.115,2.662,51.446,94.52,255.65,0.29
9979,22.668,8.819,42.39,8.941,0.114,0.115,2.655,51.542,94.688,255.764,0.289
9979.5,37.247,8.144,49.234,8.941,0.121,0.125,2.666,51.866,94.722,255.937,0.286
9980,58.81,7.384,51.224,8.937,0.104,0.122,2.69,51.879,95.519,256.013,0.291
9980.5,67.285,6.243,44.906,8.937,0.083,0.081,2.715,51.995,96.032,256.053,0.293
9981,57.053,4.882,37.542,8.941,0.062,0.055,2.719,52.038,95.457,256.161,0.289
9981.5,35.34,3.53,35.809,8.937,0.077,0.066,2.702,53.363,95.937,256.581,0.276
